0	20.866667
1	10.933333
2	-17.533333
3	3.533333
4	24.266667
5	2.333333
6	-1.866667
7	10.400000
8	4.533333
9	0.400000
10	8.466667
11	1.866667
12	6.666667
13	19.000000
14	9.000000
15	13.200000
16	0.933333
17	10.666667
18	5.533333
19	1.666667
20	11.333333
21	11.733333
22	4.866667
23	12.200000
24	3.600000
25	3.666667
26	20.066667
27	1.800000
28	-0.666667
29	16.933333
30	4.866667
31	13.933333
32	6.000000
33	9.133333
34	-2.466667
35	9.200000
36	10.733333
37	0.266667
38	16.866667
39	2.733333
40	0.466667
41	8.466667
42	-5.600000
43	13.466667
44	20.600000
45	0.000000
46	13.066667
47	0.266667
48	0.000000
49	-7.333333
50	12.866667
51	1.400000
52	1.800000
53	6.066667
54	11.200000
55	6.133333
56	4.000000
57	19.666667
58	3.866667
59	-2.400000
60	25.533333
61	0.733333
62	8.600000
63	9.200000
64	0.933333
65	1.000000
66	1.000000
67	9.000000
68	1.333333
69	-0.666667
70	5.066667
71	1.933333
72	6.666667
73	12.333333
74	13.266667
75	-0.933333
76	-0.666667
77	24.066667
78	10.866667
79	12.333333
80	8.000000
81	13.266667
82	15.400000
83	-0.800000
84	1.933333
85	0.000000
86	2.133333
87	0.000000
88	9.933333
89	-1.066667
90	-3.466667
91	6.800000
92	9.000000
93	15.733333
94	-2.733333
95	2.400000
96	0.600000
97	0.000000
98	6.266667
99	4.266667
100	-0.466667
101	23.066667
102	8.000000
103	0.600000
104	18.000000
105	12.733333
106	13.600000
107	11.533333
108	22.200000
109	16.200000
110	6.800000
111	11.266667
112	0.866667
113	0.000000
114	7.333333
115	2.866667
116	1.800000
117	0.533333
118	2.066667
119	1.066667
120	-2.666667
121	7.466667
122	4.200000
123	0.600000
124	0.200000
125	2.866667
126	6.533333
127	0.200000
128	13.933333
129	21.000000
130	1.400000
131	4.600000
132	1.000000
133	2.600000
134	1.000000
135	6.333333
136	8.533333
137	7.266667
138	2.400000
139	-6.066667
140	1.000000
141	1.000000
142	1.733333
143	5.266667
144	18.600000
145	3.866667
146	3.800000
147	13.733333
148	16.466667
149	10.133333
150	5.266667
151	9.666667
152	-1.333333
153	-1.066667
154	3.200000
155	0.000000
156	-2.200000
157	0.600000
158	9.266667
159	13.600000
160	0.000000
161	1.933333
162	3.600000
163	15.533333
164	13.866667
165	0.000000
166	1.333333
167	6.200000
168	8.733333
169	12.066667
170	0.866667
171	0.333333
172	9.533333
173	5.666667
174	5.266667
175	11.000000
176	1.400000
177	4.133333
178	3.466667
179	8.333333
180	0.400000
181	0.000000
182	0.000000
183	0.533333
184	1.866667
185	-3.933333
186	23.466667
187	3.333333
188	7.533333
189	0.000000
190	8.000000
191	0.266667
192	6.066667
193	14.000000
194	-4.800000
195	6.800000
196	2.333333
197	19.000000
198	3.733333
199	18.466667
200	-3.000000
201	4.066667
202	1.266667
203	16.333333
204	13.400000
205	35.600000
206	11.666667
207	1.666667
208	-2.400000
209	-0.133333
210	0.000000
211	1.066667
212	2.333333
213	0.933333
214	7.600000
215	0.600000
216	11.933333
217	1.733333
218	10.600000
219	7.200000
220	2.600000
221	1.733333
222	-7.200000
223	5.800000
224	3.333333
225	7.066667
226	12.333333
227	5.800000
228	4.533333
229	0.266667
230	4.200000
231	11.400000
232	-2.933333
233	0.000000
234	-0.066667
235	15.400000
236	1.800000
237	4.533333
238	2.866667
239	2.866667
240	0.600000
241	22.600000
242	3.933333
243	7.466667
244	4.266667
245	8.800000
246	12.066667
247	9.466667
248	0.000000
249	7.933333
250	1.333333
251	9.800000
252	4.933333
253	5.000000
254	6.600000
255	0.866667
256	-3.600000
257	1.600000
258	2.733333
259	-1.866667
260	3.533333
261	6.866667
262	0.266667
263	-4.400000
264	12.666667
265	1.933333
266	2.000000
267	21.600000
268	1.933333
269	2.600000
270	6.200000
271	5.133333
272	4.800000
273	0.000000
274	20.533333
275	8.733333
276	18.200000
277	4.333333
278	16.600000
279	7.400000
280	8.333333
281	0.000000
282	0.000000
283	1.400000
284	10.533333
285	2.400000
286	0.133333
287	0.000000
288	4.400000
289	0.000000
290	1.533333
291	2.333333
292	8.733333
293	0.000000
294	2.000000
295	8.800000
296	8.066667
297	0.000000
298	0.000000
299	0.000000
300	4.333333
301	3.866667
302	1.266667
303	0.000000
304	-2.533333
305	0.000000
306	0.000000
307	0.000000
308	0.000000
309	0.000000
310	-3.800000
311	0.800000
312	0.000000
313	10.600000
314	0.000000
315	0.333333
316	0.000000
317	3.333333
318	2.600000
319	3.600000
320	1.600000
321	0.000000
322	0.000000
323	0.466667
324	2.666667
325	1.000000
326	2.200000
327	0.000000
328	1.133333
329	4.533333
330	12.400000
331	-5.200000
332	0.000000
333	2.000000
334	1.466667
335	1.600000
336	9.933333
337	6.266667
338	2.733333
339	1.666667
340	11.866667
341	1.666667
342	0.266667
343	1.666667
344	0.266667
345	4.133333
346	1.800000
347	20.866667
348	3.866667
349	-0.066667
350	1.800000
351	23.266667
352	3.533333
353	20.466667
354	1.866667
355	6.266667
356	0.000000
357	1.800000
358	5.133333
359	0.933333
360	-3.933333
361	9.933333
362	5.400000
363	0.000000
364	3.133333
365	3.266667
366	0.666667
367	7.666667
368	7.200000
369	10.133333
370	8.000000
371	1.266667
372	4.733333
373	5.600000
374	3.466667
375	4.133333
376	0.600000
377	10.000000
378	2.600000
379	2.266667
380	0.000000
381	0.866667
382	0.000000
383	2.400000
384	0.000000
385	0.866667
386	2.333333
387	16.133333
388	-3.200000
389	7.133333
390	0.000000
391	10.466667
392	5.466667
393	12.866667
394	11.733333
395	17.466667
396	0.000000
397	0.000000
398	11.933333
399	-1.400000
400	0.000000
401	3.066667
402	4.466667
403	0.000000
404	2.133333
405	0.000000
406	0.000000
407	1.733333
408	15.533333
409	0.000000
410	4.866667
411	4.266667
412	0.400000
413	-4.933333
414	1.266667
415	0.600000
416	0.000000
417	0.733333
418	0.000000
419	0.000000
420	4.866667
421	1.533333
422	4.466667
423	5.066667
424	3.466667
425	5.200000
426	15.733333
427	0.000000
428	0.000000
429	4.800000
430	4.733333
431	10.266667
432	-1.266667
433	6.800000
434	6.000000
435	1.800000
436	11.600000
437	1.866667
438	-1.133333
439	1.000000
440	0.666667
441	0.600000
442	15.933333
443	1.066667
444	4.133333
445	4.666667
446	1.666667
447	1.200000
448	13.000000
449	-3.133333
450	1.400000
451	15.466667
452	15.733333
453	6.400000
454	6.933333
455	5.333333
456	0.000000
457	6.000000
458	5.066667
459	1.000000
460	14.266667
461	4.133333
462	-4.133333
463	8.333333
464	5.600000
465	3.866667
466	0.000000
467	0.000000
468	1.333333
469	10.400000
470	4.333333
471	11.533333
472	24.733333
473	-2.133333
474	9.200000
475	1.200000
476	12.933333
477	0.266667
478	2.733333
479	2.200000
480	2.600000
481	0.666667
482	9.333333
483	6.733333
484	1.000000
485	1.866667
486	0.000000
487	1.400000
488	20.466667
489	-7.533333
490	3.000000
491	22.133333
492	7.600000
493	-5.133333
494	2.000000
495	4.866667
496	5.933333
497	2.400000
498	1.600000
499	1.266667
500	1.000000
501	1.000000
502	6.466667
503	7.133333
504	5.400000
505	0.000000
506	2.933333
507	3.400000
508	4.866667
509	0.733333
510	0.000000
511	-0.466667
512	1.933333
513	1.933333
514	-2.200000
515	0.000000
516	5.333333
517	7.466667
518	8.533333
519	0.000000
520	3.466667
521	3.333333
522	13.333333
523	10.200000
524	9.266667
525	1.666667
526	1.000000
527	3.933333
528	0.000000
529	3.266667
530	6.400000
531	6.400000
532	7.600000
533	0.000000
534	6.800000
535	2.400000
536	6.266667
537	4.133333
538	3.800000
539	2.866667
540	0.000000
541	0.000000
542	0.733333
543	0.000000
544	0.000000
545	19.400000
546	0.000000
547	0.000000
548	7.133333
549	1.466667
550	0.866667
551	0.000000
552	0.000000
553	0.000000
554	-0.400000
555	-5.733333
556	1.000000
557	0.000000
558	0.000000
559	0.000000
560	1.000000
561	0.000000
562	0.600000
563	1.933333
564	0.000000
565	0.666667
566	0.000000
567	21.333333
568	21.733333
569	6.266667
570	10.333333
571	2.600000
572	7.733333
573	4.533333
574	-2.466667
575	0.000000
576	0.000000
577	5.600000
578	0.600000
579	1.866667
580	0.000000
581	1.600000
582	0.000000
583	0.000000
584	0.000000
585	0.000000
586	4.600000
587	2.933333
588	-1.600000
589	-3.200000
590	6.666667
591	1.866667
592	0.000000
593	2.600000
594	0.133333
595	4.466667
596	2.000000
597	4.200000
598	9.200000
599	6.933333
